Taxon	TaxID	Fragments	PropTotal	PropNonHost
Pseudomonas	286	6707	0.00022414438387314075	0.08585619375568043
Streptomyces	1883	4368	0.0001459762440372564	0.05591469424851828
Pseudonocardia	1847	3284	0.00010974953878625232	0.04203842855131274
Acinetobacter	469	2628	8.782636660483284e-5	0.033640983627542594
Nocardiopsis	2013	2336	7.806788142651809e-5	0.02990309655781564
Mesorhizobium	68287	1992	6.657158381918837e-5	0.025499558366082514
Halomonas	2745	1898	6.343015365904594e-5	0.024296265953225208
Bradyrhizobium	374	1795	5.998794827080478e-5	0.02297776469232837
Xanthomonas	338	1389	4.6419643536572614e-5	0.017780565547434044
Paracoccus	265	1215	4.060465579333026e-5	0.015553194485336473
Nocardioides	1839	1048	3.5023604338609144e-5	0.013415430305047427
Microbacterium	33882	919	3.0712492735860496e-5	0.011764103483147506
Amycolatopsis	1813	909	3.0378298037973007e-5	0.011636093651992472
Rhizobium	379	875	2.9242036065155533e-5	0.011200860226065363
Sphingomonas	13687	856	2.86070661391693e-5	0.0109576415468708
Comamonas	283	802	2.6802414770576844e-5	0.010266388458633624
Lysobacter	68	728	2.4329374006209405e-5	0.00931911570808638
Mycolicibacterium	1866885	679	2.2691819986560694e-5	0.008691867535426721
Luteimonas	83614	671	2.24244642282507e-5	0.008589459670502694
Acidovorax	12916	592	1.9784326114939516e-5	0.0075781820043779365
Mycobacterium	1763	581	1.9416711947263274e-5	0.0074373711901074
Prauserella	142577	574	1.918277565874203e-5	0.007347764308298877
Brevundimonas	41275	565	1.8882000430643287e-5	0.007232555460259348
Burkholderia	32008	560	1.871490308169954e-5	0.007168550544681832
Stenotrophomonas	40323	558	1.8648064142122042e-5	0.007142948578450825
Egicoccus	1755825	537	1.7946255276558312e-5	0.006874127933025257
Hyphomicrobium	81	507	1.6943671182895836e-5	0.006490098439560158
Rhodococcus	1827	490	1.63755401964871e-5	0.006272481726596602
Variovorax	34072	489	1.634212072669835e-5	0.0062596807434811
Micromonospora	1873	479	1.6007926028810857e-5	0.006131670912326067
Methylobacterium	407	471	1.5740570270500864e-5	0.006029263047402041
Sphingobium	165695	450	1.5038761404937132e-5	0.005760442401976471
Devosia	46913	439	1.467114723726089e-5	0.005619631587705936
Aquibium	2911176	429	1.4336952539373398e-5	0.005491621756550903
Massilia	149698	427	1.42701135997959e-5	0.005466019790319896
Saccharopolyspora	1835	404	1.350146579465467e-5	0.005171597178663321
Escherichia	561	402	1.3434626855077171e-5	0.005145995212432315
