Taxon	TaxID	Fragments	PropTotal	PropNonHost
Pseudomonas	286	1889	0.0001285201177187128	0.08644913276280262
Streptomyces	1883	1180	8.02825510365702e-5	0.05400210516681159
Acinetobacter	469	1109	7.54519907623359e-5	0.05075282595762207
Pseudonocardia	1847	829	5.640189390620059e-5	0.037938767104480346
Nocardiopsis	2013	663	4.5107907912920375e-5	0.03034186078440346
Mesorhizobium	68287	568	3.864448219387447e-5	0.025994233673516085
Bradyrhizobium	374	549	3.735179705006529e-5	0.025124708251338612
Halomonas	2745	476	3.238516465543001e-5	0.021783900050340945
Paracoccus	265	372	2.5309414394579758e-5	0.017024392476316874
Paenibacillus	44249	339	2.306422440796381e-5	0.015514164111482312
Nocardioides	1839	285	1.9390277157137717e-5	0.013042881332662121
Luteimonas	83614	279	1.8982060795934817e-5	0.012768294357237656
Microbacterium	33882	265	1.8029555953128054e-5	0.012127591414580568
Rhizobium	379	249	1.694097898992032e-5	0.011395359480115327
Lysobacter	68	235	1.5988474147113556e-5	0.01075465653745824
Amycolatopsis	1813	215	1.4627752943103893e-5	0.009839366619376688
Sphingomonas	13687	191	1.2994887498292294e-5	0.008741018717678824
Brevundimonas	41275	176	1.1974346595285047e-5	0.008054551279117661
Comamonas	283	174	1.183827447488408e-5	0.007963022287309504
Prauserella	142577	174	1.183827447488408e-5	0.007963022287309504
Burkholderia	32008	166	1.1293985993280214e-5	0.007596906320076885
Rhodococcus	1827	161	1.0953805692277799e-5	0.007368083840556496
Stenotrophomonas	40323	160	1.0885769632077315e-5	0.0073223193446524185
Hyphomicrobium	81	157	1.0681661451475865e-5	0.007185025856940186
Betacoronavirus	694002	153	1.0409517210673932e-5	0.0070019678733238755
Mycolicibacterium	1866885	151	1.0273445090272965e-5	0.00691043888151572
Micromonospora	1873	144	9.797192668869584e-6	0.0065900874101871764
Xanthomonas	338	141	9.593084488268134e-6	0.006452793922474944
Devosia	46913	135	9.184868127065235e-6	0.006178206947050478
Aquibium	2911176	133	9.048796006664268e-6	0.006086677955242323
Acidovorax	12916	126	8.572543585260885e-6	0.005766326483913779
Agrobacterium	357	125	8.504507525060402e-6	0.005720561988009702
Massilia	149698	125	8.504507525060402e-6	0.005720561988009702
Methylobacterium	407	124	8.43647146485992e-6	0.005674797492105624
Variovorax	34072	122	8.300399344458953e-6	0.005583268500297469
