Taxon	TaxID	Fragments	PropTotal	PropNonHost
Pseudomonas	286	118	7.815775184446167e-7	0.09424920127795527
Caulobacter	75	110	7.285892121093885e-7	0.0878594249201278
Acidovorax	12916	73	4.835182953089578e-7	0.05830670926517572
Bosea	85413	65	4.305299889737296e-7	0.051916932907348244
Bradyrhizobium	374	60	3.974122975142119e-7	0.04792332268370607
Cutibacterium	1912216	60	3.974122975142119e-7	0.04792332268370607
Sphingomonas	13687	55	3.6429460605469426e-7	0.0439297124600639
Brevundimonas	41275	51	3.378004528870801e-7	0.04073482428115016
Acinetobacter	469	43	2.848121465518519e-7	0.034345047923322686
Streptomyces	1883	24	1.5896491900568477e-7	0.019169329073482427
Corynebacterium	1716	22	1.457178424218777e-7	0.01757188498402556
Sphingobium	165695	20	1.3247076583807064e-7	0.01597444089456869
Diaphorobacter	238749	19	1.2584722754616711e-7	0.015175718849840255
Micrococcus	1269	19	1.2584722754616711e-7	0.015175718849840255
Pseudonocardia	1847	18	1.1922368925426356e-7	0.01437699680511182
Stenotrophomonas	40323	17	1.1260015096236005e-7	0.013578274760383386
Alcaligenes	507	16	1.0597661267045651e-7	0.012779552715654952
Staphylococcus	1279	16	1.0597661267045651e-7	0.012779552715654952
Deinococcus	1298	16	1.0597661267045651e-7	0.012779552715654952
Paracoccus	265	15	9.935307437855298e-8	0.011980830670926517
Burkholderia	32008	15	9.935307437855298e-8	0.011980830670926517
Mesorhizobium	68287	13	8.610599779474591e-8	0.010383386581469648
Aquabacterium	92793	13	8.610599779474591e-8	0.010383386581469648
Aeromonas	642	12	7.948245950284239e-8	0.009584664536741214
Microbacterium	33882	12	7.948245950284239e-8	0.009584664536741214
Nocardioides	1839	11	7.285892121093885e-8	0.00878594249201278
Rhizobium	379	10	6.623538291903532e-8	0.007987220447284345
Clostridium	1485	10	6.623538291903532e-8	0.007987220447284345
Ralstonia	48736	9	5.961184462713178e-8	0.00718849840255591
Yimella	908935	9	5.961184462713178e-8	0.00718849840255591
Mycolicibacterium	1866885	9	5.961184462713178e-8	0.00718849840255591
Comamonas	283	8	5.2988306335228254e-8	0.006389776357827476
Delftia	80865	8	5.2988306335228254e-8	0.006389776357827476
Janthinobacterium	29580	8	5.2988306335228254e-8	0.006389776357827476
Moraxella	475	8	5.2988306335228254e-8	0.006389776357827476
Sphingopyxis	165697	7	4.636476804332472e-8	0.005591054313099041
Hyphomicrobium	81	6	3.9741229751421193e-8	0.004792332268370607
Ancylobacter	99	6	3.9741229751421193e-8	0.004792332268370607
Hydrogenophaga	47420	6	3.9741229751421193e-8	0.004792332268370607
Methylobacterium	407	5	3.311769145951766e-8	0.003993610223642172
Methylorubrum	2282523	5	3.311769145951766e-8	0.003993610223642172
Rhodoplanes	29407	5	3.311769145951766e-8	0.003993610223642172
Blastomonas	150203	5	3.311769145951766e-8	0.003993610223642172
Rhodoferax	28065	5	3.311769145951766e-8	0.003993610223642172
Methylibium	316612	5	3.311769145951766e-8	0.003993610223642172
Rhizobacter	212743	5	3.311769145951766e-8	0.003993610223642172
Ideonella	36862	5	3.311769145951766e-8	0.003993610223642172
Herbaspirillum	963	5	3.311769145951766e-8	0.003993610223642172
Massilia	149698	5	3.311769145951766e-8	0.003993610223642172
Arthrobacter	1663	5	3.311769145951766e-8	0.003993610223642172
Cellulomonas	1707	5	3.311769145951766e-8	0.003993610223642172
Rhodococcus	1827	5	3.311769145951766e-8	0.003993610223642172
Chryseobacterium	59732	5	3.311769145951766e-8	0.003993610223642172
Aurantimonas	182269	4	2.6494153167614127e-8	0.003194888178913738
Chelatococcus	28209	4	2.6494153167614127e-8	0.003194888178913738
Roseomonas	125216	4	2.6494153167614127e-8	0.003194888178913738
Elioraea	457933	4	2.6494153167614127e-8	0.003194888178913738
Xanthomonas	338	4	2.6494153167614127e-8	0.003194888178913738
Pseudoxanthomonas	83618	4	2.6494153167614127e-8	0.003194888178913738
Janibacter	53457	4	2.6494153167614127e-8	0.003194888178913738
Gordonia	2053	4	2.6494153167614127e-8	0.003194888178913738
Allokutzneria	1137960	4	2.6494153167614127e-8	0.003194888178913738
Micromonospora	1873	4	2.6494153167614127e-8	0.003194888178913738
Streptococcus	1301	4	2.6494153167614127e-8	0.003194888178913738
Enterococcus	1350	4	2.6494153167614127e-8	0.003194888178913738
Saccharolobus	2100760	4	2.6494153167614127e-8	0.003194888178913738
Tardiphaga	1395974	3	1.9870614875710597e-8	0.0023961661341853034
Microvirga	186650	3	1.9870614875710597e-8	0.0023961661341853034
Agrobacterium	357	3	1.9870614875710597e-8	0.0023961661341853034
Methylocystis	133	3	1.9870614875710597e-8	0.0023961661341853034
Asticcacaulis	76890	3	1.9870614875710597e-8	0.0023961661341853034
Sphingosinithalassobacter	2676233	3	1.9870614875710597e-8	0.0023961661341853034
Paraurantiacibacter	2800682	3	1.9870614875710597e-8	0.0023961661341853034
Melaminivora	1649468	3	1.9870614875710597e-8	0.0023961661341853034
Paraburkholderia	1822464	3	1.9870614875710597e-8	0.0023961661341853034
Caballeronia	1827195	3	1.9870614875710597e-8	0.0023961661341853034
Sideroxydans	314343	3	1.9870614875710597e-8	0.0023961661341853034
Halomonas	2745	3	1.9870614875710597e-8	0.0023961661341853034
Archangium	47	3	1.9870614875710597e-8	0.0023961661341853034
Friedmanniella	53387	3	1.9870614875710597e-8	0.0023961661341853034
Kocuria	57493	3	1.9870614875710597e-8	0.0023961661341853034
Nocardia	1817	3	1.9870614875710597e-8	0.0023961661341853034
Saccharopolyspora	1835	3	1.9870614875710597e-8	0.0023961661341853034
Actinocatenispora	390988	3	1.9870614875710597e-8	0.0023961661341853034
Olsenella	133925	3	1.9870614875710597e-8	0.0023961661341853034
Anaerobutyricum	2569097	3	1.9870614875710597e-8	0.0023961661341853034
Spirosoma	107	3	1.9870614875710597e-8	0.0023961661341853034
Nitratireductor	245876	2	1.3247076583807063e-8	0.001597444089456869
Georhizobium	2661800	2	1.3247076583807063e-8	0.001597444089456869
Devosia	46913	2	1.3247076583807063e-8	0.001597444089456869
Phenylobacterium	20	2	1.3247076583807063e-8	0.001597444089456869
Rhizorhabdus	1649486	2	1.3247076583807063e-8	0.001597444089456869
Tsuneonella	2800686	2	1.3247076583807063e-8	0.001597444089456869
Salipiger	263377	2	1.3247076583807063e-8	0.001597444089456869
Stella	93	2	1.3247076583807063e-8	0.001597444089456869
Marinicauda	1649466	2	1.3247076583807063e-8	0.001597444089456869
Variovorax	34072	2	1.3247076583807063e-8	0.001597444089456869
Schlegelella	215579	2	1.3247076583807063e-8	0.001597444089456869
Serpentinimonas	2490452	2	1.3247076583807063e-8	0.001597444089456869
Xylophilus	54066	2	1.3247076583807063e-8	0.001597444089456869
Usitatibacter	2803845	2	1.3247076583807063e-8	0.001597444089456869
Cardiobacterium	2717	2	1.3247076583807063e-8	0.001597444089456869
Methylomonas	416	2	1.3247076583807063e-8	0.001597444089456869
Campylobacter	194	2	1.3247076583807063e-8	0.001597444089456869
Luteipulveratus	745364	2	1.3247076583807063e-8	0.001597444089456869
Beutenbergia	84756	2	1.3247076583807063e-8	0.001597444089456869
Dietzia	37914	2	1.3247076583807063e-8	0.001597444089456869
Actinoplanes	1865	2	1.3247076583807063e-8	0.001597444089456869
Jiangella	281472	2	1.3247076583807063e-8	0.001597444089456869
Aquihabitans	1648491	2	1.3247076583807063e-8	0.001597444089456869
Granulicatella	117563	2	1.3247076583807063e-8	0.001597444089456869
Winogradskyella	286104	2	1.3247076583807063e-8	0.001597444089456869
