Taxon	TaxID	Fragments	PropTotal	PropNonHost
Clostridium	1485	200	2.275748587585086e-5	0.7246376811594203
Bacillus	1386	23	2.6171108757228487e-6	0.08333333333333333
Pseudomonas	286	11	1.2516617231717973e-6	0.03985507246376811
Streptomyces	1883	7	7.965120056547801e-7	0.025362318840579712
Cutibacterium	1912216	6	6.827245762755258e-7	0.021739130434782608
Nocardioides	1839	4	4.551497175170172e-7	0.014492753623188406
Massilia	149698	3	3.413622881377629e-7	0.010869565217391304
Staphylococcus	1279	2	2.275748587585086e-7	0.007246376811594203
Leucobacter	55968	2	2.275748587585086e-7	0.007246376811594203
Arthrobacter	1663	2	2.275748587585086e-7	0.007246376811594203
Amycolatopsis	1813	2	2.275748587585086e-7	0.007246376811594203
Pseudonocardia	1847	2	2.275748587585086e-7	0.007246376811594203
Thermomonospora	2019	2	2.275748587585086e-7	0.007246376811594203
Deinococcus	1298	2	2.275748587585086e-7	0.007246376811594203
Sinorhizobium	28105	2	2.275748587585086e-7	0.007246376811594203
Pannonibacter	227873	2	2.275748587585086e-7	0.007246376811594203
Alcaligenes	507	2	2.275748587585086e-7	0.007246376811594203
Elizabethkingia	308865	2	2.275748587585086e-7	0.007246376811594203
