Taxon	TaxID	Fragments	PropTotal	PropNonHost
Comamonadaceae	80864	25	3.100000049600001e-6	0.3246753246753247
Burkholderiaceae	119060	16	1.9840000317440005e-6	0.2077922077922078
Pseudomonadaceae	135621	6	7.440000119040002e-7	0.07792207792207792
Deinococcaceae	183710	5	6.200000099200002e-7	0.06493506493506493
Xanthomonadaceae	32033	4	4.960000079360001e-7	0.05194805194805195
Bradyrhizobiaceae	41294	4	4.960000079360001e-7	0.05194805194805195
Alcaligenaceae	506	3	3.720000059520001e-7	0.03896103896103896
Rhizobiaceae	82115	3	3.720000059520001e-7	0.03896103896103896
Streptomycetaceae	2062	3	3.720000059520001e-7	0.03896103896103896
Microbacteriaceae	85023	2	2.4800000396800006e-7	0.025974025974025976
Nocardioidaceae	85015	2	2.4800000396800006e-7	0.025974025974025976
Pseudonocardiaceae	2070	2	2.4800000396800006e-7	0.025974025974025976
Nocardiopsaceae	83676	2	2.4800000396800006e-7	0.025974025974025976
