Taxon	TaxID	Fragments	PropTotal	PropNonHost
Pseudonocardiaceae	2070	13	1.4615478016072529e-5	0.14285714285714285
Alcaligenaceae	506	13	1.4615478016072529e-5	0.14285714285714285
Pseudomonadaceae	135621	10	1.1242675396978869e-5	0.10989010989010989
Nocardiopsaceae	83676	9	1.011840785728098e-5	0.0989010989010989
Nocardiaceae	85025	6	6.745605238187321e-6	0.06593406593406594
Streptomycetaceae	2062	6	6.745605238187321e-6	0.06593406593406594
Lactobacillaceae	33958	4	4.497070158791547e-6	0.04395604395604396
Burkholderiaceae	119060	4	4.497070158791547e-6	0.04395604395604396
Streptococcaceae	1300	3	3.3728026190936607e-6	0.03296703296703297
Pseudanabaenaceae	1890436	3	3.3728026190936607e-6	0.03296703296703297
Bradyrhizobiaceae	41294	3	3.3728026190936607e-6	0.03296703296703297
Roseobacteraceae	2854170	3	3.3728026190936607e-6	0.03296703296703297
Microbacteriaceae	85023	2	2.2485350793957736e-6	0.02197802197802198
Staphylococcaceae	90964	2	2.2485350793957736e-6	0.02197802197802198
Oxalobacteraceae	75682	2	2.2485350793957736e-6	0.02197802197802198
Comamonadaceae	80864	2	2.2485350793957736e-6	0.02197802197802198
Moraxellaceae	468	2	2.2485350793957736e-6	0.02197802197802198
Xanthomonadaceae	32033	2	2.2485350793957736e-6	0.02197802197802198
Methylocystaceae	31993	2	2.2485350793957736e-6	0.02197802197802198
