Taxon	TaxID	Fragments	PropTotal	PropNonHost
Proteobacteria	1224	7785	0.00036989053948285736	0.6262065637065637
Actinobacteria	201174	3951	0.00018772479402656	0.3178088803088803
Firmicutes	1239	262	1.2448467738536755e-5	0.021074646074646073
Pisuviricota	2732408	92	4.371217679180845e-6	0.0074002574002574005
Bacteroidetes	976	88	4.181164736607765e-6	0.007078507078507079
Planctomycetes	203682	53	2.518201489093313e-6	0.004263191763191763
Euryarchaeota	28890	40	1.9005294257308022e-6	0.0032175032175032173
Deinococcus-Thermus	1297	39	1.8530161900875321e-6	0.003137065637065637
Cyanobacteria	1117	30	1.4253970692981016e-6	0.002413127413127413
Acidobacteria	57723	19	9.027514772221311e-7	0.0015283140283140282
Duplornaviricota	2732405	17	8.07725005935591e-7	0.0013674388674388674
Verrucomicrobia	74201	14	6.651852990057808e-7	0.0011261261261261261
Uroviricota	2731618	14	6.651852990057808e-7	0.0011261261261261261
Chloroflexi	200795	7	3.325926495028904e-7	0.0005630630630630631
Gemmatimonadetes	142182	7	3.325926495028904e-7	0.0005630630630630631
Spirochaetes	203691	3	1.4253970692981017e-7	0.00024131274131274132
Thaumarchaeota	651137	3	1.4253970692981017e-7	0.00024131274131274132
Kiritimatiellaeota	134625	2	9.502647128654011e-8	0.00016087516087516087
Nitrospirae	40117	2	9.502647128654011e-8	0.00016087516087516087
Peploviricota	2731361	2	9.502647128654011e-8	0.00016087516087516087
Cressdnaviricota	2732416	2	9.502647128654011e-8	0.00016087516087516087
