Taxon	TaxID	Fragments	PropTotal	PropNonHost
Proteobacteria	1224	14728	0.0003763206804106842	0.6154874838062602
Actinobacteria	201174	7710	0.00019700111664627752	0.32220318442057755
Firmicutes	1239	508	1.2980099514436962e-5	0.021229470516945965
Pisuviricota	2732408	344	8.789673686941565e-6	0.014375861924861047
Bacteroidetes	976	228	5.825713955298479e-6	0.009528187554849764
Planctomycetes	203682	79	2.018558782756929e-6	0.0033014334071628567
Deinococcus-Thermus	1297	68	1.7374936357907745e-6	0.002841740147937649
Euryarchaeota	28890	68	1.7374936357907745e-6	0.002841740147937649
Acidobacteria	57723	47	1.2009147188553883e-6	0.001964143925780434
Cyanobacteria	1117	29	7.409899329107715e-7	0.0012119185925028209
Thaumarchaeota	651137	18	4.5992478594461675e-7	0.0007522253332776129
Spirochaetes	203691	17	4.343734089476936e-7	0.0007104350369844122
Verrucomicrobia	74201	16	4.088220319507705e-7	0.0006686447406912115
Gemmatimonadetes	142182	11	2.810651469661547e-7	0.00045969325922520793
Fusobacteria	32066	10	2.5551376996923154e-7	0.0004179029629320072
Uroviricota	2731618	10	2.5551376996923154e-7	0.0004179029629320072
Chloroflexi	200795	8	2.0441101597538524e-7	0.00033432237034560576
Duplornaviricota	2732405	8	2.0441101597538524e-7	0.00033432237034560576
Chlorobi	1090	5	1.2775688498461577e-7	0.0002089514814660036
Tenericutes	544448	3	7.665413099076946e-8	0.00012537088887960217
Aquificae	200783	2	5.110275399384631e-8	8.358059258640144e-5
Thermotogae	200918	2	5.110275399384631e-8	8.358059258640144e-5
Thermodesulfobacteria	200940	2	5.110275399384631e-8	8.358059258640144e-5
Synergistetes	508458	2	5.110275399384631e-8	8.358059258640144e-5
Kitrinoviricota	2732406	2	5.110275399384631e-8	8.358059258640144e-5
Artverviricota	2732409	2	5.110275399384631e-8	8.358059258640144e-5
Peploviricota	2731361	2	5.110275399384631e-8	8.358059258640144e-5
