Taxon	TaxID	Fragments	PropTotal	PropNonHost
Homo sapiens	9606	216	7.28440193711133e-5	0.0786598689002185
Pseudomonas stutzeri	316	127	4.2829585463571245e-5	0.04624908958485069
Halomonas hydrothermalis	115561	55	1.8548245673200146e-5	0.02002913328477786
Delftia tsuruhatensis	180282	45	1.5175837368981937e-5	0.01638747268754552
Halomonas sp. NyZ770	2883106	41	1.3826874047294654e-5	0.014930808448652586
Ralstonia insidiosa	190721	41	1.3826874047294654e-5	0.014930808448652586
Pseudonocardia autotrophica	2074	39	1.3152392386451013e-5	0.014202476329206118
Stenotrophomonas maltophilia	40324	34	1.1466188234341908e-5	0.012381646030589949
Halomonas sp. 18071143	2855441	32	1.0791706573498267e-5	0.011653313911143482
Nocardiopsis sp. MT53	2865672	31	1.0454465743076445e-5	0.011289147851420248
Nocardiopsis alba	53437	29	9.779984082232804e-6	0.01056081573197378
Hyphomicrobium nitrativorans	1427356	28	9.442743251810984e-6	0.010196649672250545
Nocardiopsis dassonvillei	2014	27	9.105502421389162e-6	0.009832483612527313
Acinetobacter lwoffii	28090	25	8.43102076054552e-6	0.009104151493080845
Pseudonocardia sp. AL041005-10	445576	25	8.43102076054552e-6	0.009104151493080845
Paracoccus sp. Arc7-R13	2500532	23	7.75653909970188e-6	0.008375819373634377
Streptomyces leeuwenhoekii	1437453	23	7.75653909970188e-6	0.008375819373634377
Pseudonocardia sp. HH130630-07	1690815	22	7.4192982692800586e-6	0.008011653313911144
Pseudomonas fluorescens	294	21	7.082057438858238e-6	0.00764748725418791
Pseudomonas putida	303	20	6.744816608436416e-6	0.007283321194464676
Ralstonia solanacearum	305	18	6.070334947592775e-6	0.0065549890750182084
Prauserella marina	530584	18	6.070334947592775e-6	0.0065549890750182084
Egicoccus halophilus	1670830	18	6.070334947592775e-6	0.0065549890750182084
Bradyrhizobium japonicum	375	17	5.733094117170954e-6	0.006190823015294974
Rhodopseudomonas palustris	1076	16	5.395853286749133e-6	0.005826656955571741
Paracoccus yeei	147645	16	5.395853286749133e-6	0.005826656955571741
Pseudomonas sp. J380	2605424	16	5.395853286749133e-6	0.005826656955571741
Halomonas meridiana	29570	16	5.395853286749133e-6	0.005826656955571741
Burkholderia cenocepacia	95486	16	5.395853286749133e-6	0.005826656955571741
Mesorhizobium ciceri	39645	14	4.721371625905492e-6	0.005098324836125273
Aquibium microcysteis	675281	14	4.721371625905492e-6	0.005098324836125273
Methylobacterium oryzae	334852	12	4.04688996506185e-6	0.004369992716678805
Methylobacterium terrae	2202827	12	4.04688996506185e-6	0.004369992716678805
Starkeya sp. ORNL1	2709380	12	4.04688996506185e-6	0.004369992716678805
Cereibacter sphaeroides	1063	12	4.04688996506185e-6	0.004369992716678805
