Taxon	TaxID	Fragments	PropTotal	PropNonHost
Clostridiaceae	31979	809	4.347686592739514e-5	0.08876453807329383
Pseudomonadaceae	135621	673	3.616802320041647e-5	0.07384244020188721
Pseudonocardiaceae	2070	596	3.20299284211712e-5	0.06539389949528199
Comamonadaceae	80864	480	2.579591550698352e-5	0.052666227781435156
Streptomycetaceae	2062	425	2.2840133521808324e-5	0.04663155584814571
Xanthomonadaceae	32033	380	2.0421766443028618e-5	0.041694096993636166
Moraxellaceae	468	349	1.87557802332026e-5	0.038292736449418475
Phyllobacteriaceae	69277	343	1.8433331289365306e-5	0.03763440860215054
Bradyrhizobiaceae	41294	291	1.5638773776108757e-5	0.03192890059249506
Nocardiopsaceae	83676	282	1.5155100360352817e-5	0.030941408821593155
Sphingomonadaceae	41297	258	1.386530458500364e-5	0.028308097432521395
Rhizobiaceae	82115	245	1.3166665206689505e-5	0.026881720430107527
Microbacteriaceae	85023	208	1.1178230053026192e-5	0.0228220320386219
Rhodobacteraceae	31989	196	1.0533332165351603e-5	0.021505376344086023
Halomonadaceae	28256	182	9.780951296397917e-6	0.019969278033794162
Bacillaceae	186817	177	9.512243843200172e-6	0.019420671494404212
Burkholderiaceae	119060	172	9.243536390002428e-6	0.018872064955014263
Coronaviridae	11118	132	7.093876764420468e-6	0.014483212639894667
Mycobacteriaceae	1762	127	6.825169311222723e-6	0.013934606100504718
Nocardioidaceae	85015	116	6.234012914187684e-6	0.012727671713846828
Caulobacteraceae	76892	114	6.126529932908585e-6	0.012508229098090849
Hyphomicrobiaceae	45401	107	5.750339498431743e-6	0.01174017994294492
Nocardiaceae	85025	97	5.212924592036253e-6	0.010642966864165021
Micrococcaceae	1268	91	4.8904756481989585e-6	0.009984639016897081
Xanthobacteraceae	335928	90	4.83673415755941e-6	0.009874917709019092
Alcaligenaceae	506	89	4.782992666919861e-6	0.009765196401141102
Micromonosporaceae	28056	89	4.782992666919861e-6	0.009765196401141102
Methylobacteriaceae	119045	77	4.138094779245273e-6	0.008448540706605223
Propionibacteriaceae	31957	76	4.084353288605724e-6	0.008338819398727233
Roseobacteraceae	2854170	66	3.546938382210234e-6	0.007241606319947334
