Taxon	TaxID	Fragments	PropTotal	PropNonHost
Pseudomonas	286	63	9.255836613033745e-6	0.11864406779661017
Acinetobacter	469	38	5.582885576115593e-6	0.07156308851224105
Halomonas	2745	30	4.407541244301784e-6	0.05649717514124294
Streptomyces	1883	25	3.6729510369181533e-6	0.047080979284369114
Mesorhizobium	68287	22	3.232196912487975e-6	0.04143126177024482
Lactococcus	1357	17	2.497606705104344e-6	0.032015065913371
Bradyrhizobium	374	16	2.350688663627618e-6	0.030131826741996232
Pseudonocardia	1847	16	2.350688663627618e-6	0.030131826741996232
Burkholderia	32008	15	2.203770622150892e-6	0.02824858757062147
Ralstonia	48736	14	2.056852580674166e-6	0.026365348399246705
Microbacterium	33882	14	2.056852580674166e-6	0.026365348399246705
Sphingomonas	13687	13	1.9099345391974397e-6	0.02448210922787194
Nocardioides	1839	10	1.4691804147672612e-6	0.018832391713747645
Nocardiopsis	2013	10	1.4691804147672612e-6	0.018832391713747645
Stappia	152161	9	1.322262373290535e-6	0.01694915254237288
Lysobacter	68	9	1.322262373290535e-6	0.01694915254237288
Aureimonas	414371	8	1.175344331813809e-6	0.015065913370998116
Variovorax	34072	7	1.028426290337083e-6	0.013182674199623353
Saccharopolyspora	1835	7	1.028426290337083e-6	0.013182674199623353
Hyphomicrobium	81	6	8.815082488603568e-7	0.011299435028248588
Paracoccus	265	6	8.815082488603568e-7	0.011299435028248588
Polaromonas	52972	6	8.815082488603568e-7	0.011299435028248588
Betacoronavirus	694002	6	8.815082488603568e-7	0.011299435028248588
Rhizobium	379	5	7.345902073836306e-7	0.009416195856873822
Pannonibacter	227873	5	7.345902073836306e-7	0.009416195856873822
Paradevosia	1573407	5	7.345902073836306e-7	0.009416195856873822
Bosea	85413	5	7.345902073836306e-7	0.009416195856873822
Pseudolabrys	556257	5	7.345902073836306e-7	0.009416195856873822
Pseudosulfitobacter	2854186	5	7.345902073836306e-7	0.009416195856873822
Delftia	80865	5	7.345902073836306e-7	0.009416195856873822
Alicycliphilus	201096	5	7.345902073836306e-7	0.009416195856873822
Thauera	33057	5	7.345902073836306e-7	0.009416195856873822
Amycolatopsis	1813	5	7.345902073836306e-7	0.009416195856873822
Cutibacterium	1912216	5	7.345902073836306e-7	0.009416195856873822
Egicoccus	1755825	5	7.345902073836306e-7	0.009416195856873822
Planococcus	1372	5	7.345902073836306e-7	0.009416195856873822
Fibrella	861914	5	7.345902073836306e-7	0.009416195856873822
Afipia	1033	4	5.876721659069045e-7	0.007532956685499058
Stenotrophomonas	40323	4	5.876721659069045e-7	0.007532956685499058
Enterobacter	547	4	5.876721659069045e-7	0.007532956685499058
Paraburkholderia	1822464	4	5.876721659069045e-7	0.007532956685499058
Comamonas	283	4	5.876721659069045e-7	0.007532956685499058
Arsenicicoccus	267408	4	5.876721659069045e-7	0.007532956685499058
Frankia	1854	4	5.876721659069045e-7	0.007532956685499058
Lysinibacillus	400634	4	5.876721659069045e-7	0.007532956685499058
Halobaculum	43927	4	5.876721659069045e-7	0.007532956685499058
Aquibium	2911176	3	4.407541244301784e-7	0.005649717514124294
Agrobacterium	357	3	4.407541244301784e-7	0.005649717514124294
Allosphingosinicella	2823232	3	4.407541244301784e-7	0.005649717514124294
Roseomonas	125216	3	4.407541244301784e-7	0.005649717514124294
Brevundimonas	41275	3	4.407541244301784e-7	0.005649717514124294
Methylomonas	416	3	4.407541244301784e-7	0.005649717514124294
Myxococcus	32	3	4.407541244301784e-7	0.005649717514124294
Arthrobacter	1663	3	4.407541244301784e-7	0.005649717514124294
Cellulomonas	1707	3	4.407541244301784e-7	0.005649717514124294
Tessaracoccus	72763	3	4.407541244301784e-7	0.005649717514124294
Methyloceanibacter	1484898	2	2.938360829534522e-7	0.003766478342749529
Brucella	234	2	2.938360829534522e-7	0.003766478342749529
Rhodanobacter	75309	2	2.938360829534522e-7	0.003766478342749529
Teredinibacter	2425	2	2.938360829534522e-7	0.003766478342749529
Cupriavidus	106589	2	2.938360829534522e-7	0.003766478342749529
Massilia	149698	2	2.938360829534522e-7	0.003766478342749529
Collimonas	202907	2	2.938360829534522e-7	0.003766478342749529
Archangium	47	2	2.938360829534522e-7	0.003766478342749529
Saccharothrix	2071	2	2.938360829534522e-7	0.003766478342749529
Microlunatus	29404	2	2.938360829534522e-7	0.003766478342749529
Mycolicibacterium	1866885	2	2.938360829534522e-7	0.003766478342749529
Dietzia	37914	2	2.938360829534522e-7	0.003766478342749529
Nakamurella	53460	2	2.938360829534522e-7	0.003766478342749529
Thermus	270	2	2.938360829534522e-7	0.003766478342749529
