Taxon	TaxID	Fragments	PropTotal	PropNonHost
Homo sapiens	9606	4491	0.0002208152197000807	0.36121611839459505
Comamonas aquatica	225991	511	2.5125045038241204e-5	0.04110029759510979
Pseudomonas stutzeri	316	339	1.666808271617176e-5	0.02726614654548379
Acinetobacter lwoffii	28090	202	9.932013889872257e-6	0.016247084372235182
Acidovorax sp. T1	1858609	172	8.456962322069447e-6	0.013834151049625995
Pseudomonas aeruginosa	287	171	8.40779393647602e-6	0.013753719938872356
Severe acute respiratory syndrome-related coronavirus	694009	112	5.506859186463826e-6	0.009008284404407626
Nocardiopsis alba	53437	106	5.211848872903263e-6	0.008525697739885789
Streptococcus pneumoniae	1313	100	4.916838559342701e-6	0.008043111075363952
Sphingomonas melonis	152682	93	4.572659860188712e-6	0.007480093300088474
Pseudonocardia autotrophica	2074	83	4.080976004254442e-6	0.006675782192552079
Nocardiopsis dassonvillei	2014	83	4.080976004254442e-6	0.006675782192552079
Escherichia coli	562	77	3.78596569069388e-6	0.006193195528030242
Pseudonocardia sp. AL041005-10	445576	71	3.490955377133318e-6	0.005710608863508405
Pseudomonas putida	303	59	2.9009347500121936e-6	0.004745435534464731
Acinetobacter junii	40215	55	2.704261207638486e-6	0.004423711091450173
Halomonas sp. NyZ770	2883106	49	2.4092508940779236e-6	0.003941124426928336
Nocardiopsis sp. MT53	2865672	49	2.4092508940779236e-6	0.003941124426928336
Lacticaseibacillus rhamnosus	47715	49	2.4092508940779236e-6	0.003941124426928336
Egicoccus halophilus	1670830	47	2.3109141228910697e-6	0.003780262205421057
Sphingobium yanoikuyae	13690	46	2.2617457372976424e-6	0.0036998310946674173
Xanthomonas phaseoli	1985254	46	2.2617457372976424e-6	0.0036998310946674173
Pseudonocardia sp. HH130630-07	1690815	45	2.2125773517042155e-6	0.003619399983913778
Stenotrophomonas maltophilia	40324	43	2.1142405805173616e-6	0.003458537762406499
Paracoccus sp. Arc7-R13	2500532	42	2.0650721949239347e-6	0.0033781066516528594
Acinetobacter baumannii	470	39	1.9175670381436535e-6	0.003136813319391941
Prauserella marina	530584	39	1.9175670381436535e-6	0.003136813319391941
Agrobacterium tumefaciens	358	35	1.7208934957699455e-6	0.002815088876377383
Lactococcus lactis	1358	35	1.7208934957699455e-6	0.002815088876377383
Aquibium oceanicum	1670800	32	1.5733883389896645e-6	0.0025737955441164644
Cutibacterium acnes	1747	32	1.5733883389896645e-6	0.0025737955441164644
Hyphomicrobium nitrativorans	1427356	31	1.5242199533962374e-6	0.002493364433362825
Acinetobacter schindleri	108981	30	1.4750515678028105e-6	0.0024129333226091854
Pseudonocardia sp. CGMCC 4.1532	2761535	30	1.4750515678028105e-6	0.0024129333226091854
Nocardiopsis sp. HDS12	2831968	30	1.4750515678028105e-6	0.0024129333226091854
Bosea sp. RAC05	1842539	29	1.4258831822093833e-6	0.002332502211855546
Sulfurifustis variabilis	1675686	29	1.4258831822093833e-6	0.002332502211855546
Pannonibacter phragmitetus	121719	28	1.3767147966159564e-6	0.0022520711011019064
Halalkalibacterium halodurans	86665	28	1.3767147966159564e-6	0.0022520711011019064
Aminobacter sp. MDW-2	2666139	26	1.2783780254291024e-6	0.0020912088795946274
Blastomonas sp. RAC04	1842535	26	1.2783780254291024e-6	0.0020912088795946274
Alcaligenes faecalis	511	26	1.2783780254291024e-6	0.0020912088795946274
Cupriavidus metallidurans	119219	25	1.2292096398356752e-6	0.002010777768840988
Pseudonocardia sp. HH130629-09	1641402	25	1.2292096398356752e-6	0.002010777768840988
Teseptimavirus T7	1985738	25	1.2292096398356752e-6	0.002010777768840988
Mesorhizobium sp. L-8-10	2744523	24	1.1800412542422483e-6	0.0019303466580873482
Acinetobacter nosocomialis	106654	24	1.1800412542422483e-6	0.0019303466580873482
