Taxon	TaxID	Fragments	PropTotal	PropNonHost
Homo sapiens	9606	665	0.00014143699991917886	0.29411764705882354
Cutibacterium acnes	1747	162	3.445532930361951e-5	0.07164971251658558
Prevotella melaninogenica	28132	113	2.4033655625364225e-5	0.04997788589119859
Prevotella jejuni	1177574	110	2.3395593971593497e-5	0.048651039363113664
Stenotrophomonas maltophilia	40324	76	1.616422856219187e-5	0.03361344537815126
Streptococcus mitis	28037	53	1.1272422549949593e-5	0.02344095532950022
Streptococcus pneumoniae	1313	45	9.570924806560975e-6	0.019902697921273773
Haemophilus parahaemolyticus	735	42	8.932863152790243e-6	0.018575851393188854
Streptococcus oralis	1303	39	8.294801499019512e-6	0.017249004865103935
Micrococcus luteus	1270	33	7.018678191478049e-6	0.0145953118089341
Schaalia odontolytica	1660	30	6.380616537707317e-6	0.013268465280849183
Pseudomonas aeruginosa	287	27	5.742554883936585e-6	0.011941618752764263
Haemophilus haemolyticus	726	27	5.742554883936585e-6	0.011941618752764263
Pseudomonas sp. CIP-10	2892442	24	5.1044932301658535e-6	0.010614772224679346
Neisseria sicca	490	22	4.679118794318699e-6	0.009730207872622734
Haemophilus parainfluenzae	729	20	4.253744358471545e-6	0.008845643520566122
Brevundimonas diminuta	293	20	4.253744358471545e-6	0.008845643520566122
Pseudomonas sp. NS1(2017)	2025658	19	4.041057140547968e-6	0.008403361344537815
Janthinobacterium sp. LM6	1938606	18	3.82836992262439e-6	0.00796107916850951
Alcaligenes faecalis	511	18	3.82836992262439e-6	0.00796107916850951
Paraburkholderia fungorum	134537	18	3.82836992262439e-6	0.00796107916850951
Streptomyces sp. CRSS-Y-16	2906474	18	3.82836992262439e-6	0.00796107916850951
Pseudonocardia autotrophica	2074	17	3.615682704700813e-6	0.007518796992481203
Mesorhizobium sp. Pch-S	2082387	14	2.977621050930081e-6	0.006191950464396285
Comamonas testosteroni	285	12	2.5522466150829268e-6	0.005307386112339673
Veillonella dispar	39778	12	2.5522466150829268e-6	0.005307386112339673
Variovorax paradoxus	34073	11	2.3395593971593493e-6	0.004865103936311367
Prevotella histicola	470565	11	2.3395593971593493e-6	0.004865103936311367
Microbacterium sp. PAMC22086	2861281	10	2.1268721792357724e-6	0.004422821760283061
Streptomyces ferrugineus	1413221	10	2.1268721792357724e-6	0.004422821760283061
Streptococcus sp. oral taxon 431	712633	10	2.1268721792357724e-6	0.004422821760283061
Veillonella parvula	29466	10	2.1268721792357724e-6	0.004422821760283061
Fusobacterium gonidiaformans	849	10	2.1268721792357724e-6	0.004422821760283061
Erwinia gerundensis	1619313	9	1.914184961312195e-6	0.003980539584254755
Comamonas thiooxydans	363952	9	1.914184961312195e-6	0.003980539584254755
Streptococcus gwangjuense	1433513	9	1.914184961312195e-6	0.003980539584254755
Pseudomonas putida	303	8	1.7014977433886178e-6	0.0035382574082264487
Silicimonas algicola	1826607	8	1.7014977433886178e-6	0.0035382574082264487
Delftia acidovorans	80866	8	1.7014977433886178e-6	0.0035382574082264487
Massilia sp. NP310	2861282	8	1.7014977433886178e-6	0.0035382574082264487
Rhodococcus fascians	1828	8	1.7014977433886178e-6	0.0035382574082264487
Dietzia sp. DQ12-45-1b	912801	8	1.7014977433886178e-6	0.0035382574082264487
Veillonella nakazawae	2682456	8	1.7014977433886178e-6	0.0035382574082264487
Pseudomonas stutzeri	316	7	1.4888105254650406e-6	0.0030959752321981426
Luteimonas sp. D4P002	2901869	7	1.4888105254650406e-6	0.0030959752321981426
Bradyrhizobium sp. ORS 278	114615	7	1.4888105254650406e-6	0.0030959752321981426
Rhizobium leguminosarum	384	7	1.4888105254650406e-6	0.0030959752321981426
Achromobacter xylosoxidans	85698	7	1.4888105254650406e-6	0.0030959752321981426
Neisseria lactamica	486	7	1.4888105254650406e-6	0.0030959752321981426
Nocardioides sp. CF8	110319	7	1.4888105254650406e-6	0.0030959752321981426
Pseudonocardia broussonetiae	2736640	7	1.4888105254650406e-6	0.0030959752321981426
Prevotella scopos	589437	7	1.4888105254650406e-6	0.0030959752321981426
Prevotella nigrescens	28133	7	1.4888105254650406e-6	0.0030959752321981426
Candidatus Minimicrobia vallesae	2841264	7	1.4888105254650406e-6	0.0030959752321981426
Devosia sp. SL43	2806348	6	1.2761233075414634e-6	0.0026536930561698365
Rothia mucilaginosa	43675	6	1.2761233075414634e-6	0.0026536930561698365
Microbacterium sp. YJN-G	2763257	6	1.2761233075414634e-6	0.0026536930561698365
Nocardiopsis alba	53437	6	1.2761233075414634e-6	0.0026536930561698365
Actinomarinicola tropica	2789776	6	1.2761233075414634e-6	0.0026536930561698365
Streptococcus sp. oral taxon 061	712623	6	1.2761233075414634e-6	0.0026536930561698365
Streptococcus sp. NPS 308	1902136	6	1.2761233075414634e-6	0.0026536930561698365
Streptococcus parasanguinis	1318	6	1.2761233075414634e-6	0.0026536930561698365
Lysobacter capsici	435897	5	1.0634360896178862e-6	0.0022114108801415304
Halomonas sp. THAF12	2587849	5	1.0634360896178862e-6	0.0022114108801415304
Mesorhizobium amorphae	71433	5	1.0634360896178862e-6	0.0022114108801415304
Nitratireductor kimnyeongensis	430679	5	1.0634360896178862e-6	0.0022114108801415304
Bradyrhizobium sp. 200	2782665	5	1.0634360896178862e-6	0.0022114108801415304
[Ochrobactrum] quorumnocens	271865	5	1.0634360896178862e-6	0.0022114108801415304
Rhizorhabdus wittichii	160791	5	1.0634360896178862e-6	0.0022114108801415304
Variovorax boronicumulans	436515	5	1.0634360896178862e-6	0.0022114108801415304
Amycolatopsis sp. CA-230715	2745196	5	1.0634360896178862e-6	0.0022114108801415304
Actinomyces trachealis	2763540	5	1.0634360896178862e-6	0.0022114108801415304
Veillonella atypica	39777	5	1.0634360896178862e-6	0.0022114108801415304
Prevotella multiformis	282402	5	1.0634360896178862e-6	0.0022114108801415304
Pseudomonas protegens	380021	4	8.507488716943089e-7	0.0017691287041132243
Pseudomonas yamanorum	515393	4	8.507488716943089e-7	0.0017691287041132243
Pseudomonas psychrotolerans	237610	4	8.507488716943089e-7	0.0017691287041132243
Aggregatibacter sp. oral taxon 513	712150	4	8.507488716943089e-7	0.0017691287041132243
Serratia quinivorans	137545	4	8.507488716943089e-7	0.0017691287041132243
Sulfurifustis variabilis	1675686	4	8.507488716943089e-7	0.0017691287041132243
Bosea sp. PAMC 26642	1792307	4	8.507488716943089e-7	0.0017691287041132243
Bosea sp. AS-1	2015316	4	8.507488716943089e-7	0.0017691287041132243
