Taxon	TaxID	Fragments	PropTotal	PropNonHost
Homo sapiens	9606	3095	0.0004642428042365343	0.9641744548286605
Pseudomonas stutzeri	316	12	1.7999721004324433e-6	0.003738317757009346
Cutibacterium acnes	1747	11	1.6499744253964063e-6	0.003426791277258567
Streptococcus pneumoniae	1313	8	1.1999814002882955e-6	0.0024922118380062306
Haemophilus parahaemolyticus	735	7	1.0499837252522585e-6	0.0021806853582554517
Neisseria sicca	490	7	1.0499837252522585e-6	0.0021806853582554517
Microbacterium sp. cx-55	2875948	7	1.0499837252522585e-6	0.0021806853582554517
Streptococcus dysgalactiae	1334	7	1.0499837252522585e-6	0.0021806853582554517
Prevotella melaninogenica	28132	7	1.0499837252522585e-6	0.0021806853582554517
Streptococcus oralis	1303	6	8.999860502162216e-7	0.001869158878504673
Prevotella jejuni	1177574	6	8.999860502162216e-7	0.001869158878504673
Micrococcus luteus	1270	5	7.499883751801848e-7	0.001557632398753894
Halopseudomonas aestusnigri	857252	3	4.499930251081108e-7	0.0009345794392523365
[Ochrobactrum] quorumnocens	271865	3	4.499930251081108e-7	0.0009345794392523365
Caulobacter segnis	88688	3	4.499930251081108e-7	0.0009345794392523365
Neisseria flavescens	484	3	4.499930251081108e-7	0.0009345794392523365
Aromatoleum aromaticum	551760	3	4.499930251081108e-7	0.0009345794392523365
Serinicoccus hydrothermalis	1758689	3	4.499930251081108e-7	0.0009345794392523365
Streptococcus sp. LPB0220	2610896	3	4.499930251081108e-7	0.0009345794392523365
Human betaherpesvirus 7	10372	3	4.499930251081108e-7	0.0009345794392523365
Glutamicibacter protophormiae	37930	2	2.999953500720739e-7	0.0006230529595015577
Veillonella atypica	39777	2	2.999953500720739e-7	0.0006230529595015577
Finegoldia magna	1260	2	2.999953500720739e-7	0.0006230529595015577
Hymenobacter nivis	1850093	2	2.999953500720739e-7	0.0006230529595015577
