Taxon	TaxID	Fragments	PropTotal	PropNonHost
Homo sapiens	9606	10820	0.0009073732885069684	0.7232136889245371
Comamonas aquatica	225991	228	1.9120250441736488e-5	0.015239623019851614
Pseudomonas stutzeri	316	203	1.7023731752949592e-5	0.013568611723815254
Severe acute respiratory syndrome-related coronavirus	694009	167	1.4004744841096463e-5	0.011162355457522893
Acinetobacter lwoffii	28090	147	1.2327529890066947e-5	0.009825546420693804
Acidovorax sp. T1	1858609	80	6.708859804118066e-6	0.005347236147316356
Nocardiopsis alba	53437	70	5.870252328603308e-6	0.004678831628901811
Pseudonocardia autotrophica	2074	51	4.276898125125267e-6	0.003408863043914177
Pseudomonas aeruginosa	287	42	3.5221513971619846e-6	0.0028072989773410867
Halomonas sp. NyZ770	2883106	37	3.1028476594046056e-6	0.0024730967181338147
Pseudonocardia sp. AL041005-10	445576	37	3.1028476594046056e-6	0.0024730967181338147
Egicoccus halophilus	1670830	32	2.6835439216472265e-6	0.0021388944589265423
Sphingobium yanoikuyae	13690	31	2.5996831740957503e-6	0.002072054007085088
Acinetobacter junii	40215	31	2.5996831740957503e-6	0.002072054007085088
Sphingomonas melonis	152682	28	2.348100931441323e-6	0.0018715326515607246
Prauserella marina	530584	28	2.348100931441323e-6	0.0018715326515607246
Nocardiopsis sp. MT53	2865672	28	2.348100931441323e-6	0.0018715326515607246
Pseudomonas putida	303	25	2.0965186887868955e-6	0.0016710112960363612
Acinetobacter sp. NEB149	2725684	25	2.0965186887868955e-6	0.0016710112960363612
Halomonas hydrothermalis	115561	25	2.0965186887868955e-6	0.0016710112960363612
Rhizobium jaguaris	1312183	23	1.928797193683944e-6	0.0015373303923534524
Mesorhizobium sp. L-8-3	2744522	22	1.844936446132468e-6	0.0014704899405119979
Rhodovulum sulfidophilum	35806	22	1.844936446132468e-6	0.0014704899405119979
Pseudonocardia sp. HH130629-09	1641402	22	1.844936446132468e-6	0.0014704899405119979
Methylobacterium sp. XJLW	739141	21	1.7610756985809923e-6	0.0014036494886705434
Bosea sp. RAC05	1842539	21	1.7610756985809923e-6	0.0014036494886705434
Nocardiopsis dassonvillei	2014	21	1.7610756985809923e-6	0.0014036494886705434
Hyphomicrobium nitrativorans	1427356	20	1.6772149510295165e-6	0.001336809036829089
Acinetobacter sp. WY4	2708348	20	1.6772149510295165e-6	0.001336809036829089
Nocardiopsis sp. HDS12	2831968	20	1.6772149510295165e-6	0.001336809036829089
Halomonas sp. 18071143	2855441	19	1.5933542034780407e-6	0.0012699685849876345
Sulfurifustis variabilis	1675686	19	1.5933542034780407e-6	0.0012699685849876345
Rhodopseudomonas palustris	1076	18	1.5094934559265649e-6	0.00120312813314618
