Taxon	TaxID	Fragments	PropTotal	PropNonHost
Homo sapiens	9606	3990	0.0003493985135238679	0.9834853339906334
Cutibacterium acnes	1747	14	1.2259596965749752e-6	0.0034508257333004683
Stenotrophomonas maltophilia	40324	9	7.881169477981983e-7	0.002218387971407444
Variovorax paradoxus	34073	8	7.00548398042843e-7	0.001971900419028839
Mesorhizobium sp. NBSH29	2654249	5	4.3784274877677683e-7	0.0012324377618930244
Pseudonocardia sp. HH130630-07	1690815	5	4.3784274877677683e-7	0.0012324377618930244
Pseudonocardia autotrophica	2074	5	4.3784274877677683e-7	0.0012324377618930244
Achromobacter xylosoxidans	85698	4	3.502741990214215e-7	0.0009859502095144195
Nitratireductor sp. SY7	2599600	3	2.627056492660661e-7	0.0007394626571358146
Agrobacterium tumefaciens	358	3	2.627056492660661e-7	0.0007394626571358146
Helicobacter pylori	210	3	2.627056492660661e-7	0.0007394626571358146
Sinorhizobium sp. BG8	2613773	2	1.7513709951071074e-7	0.0004929751047572097
Paracoccus liaowanqingii	2560053	2	1.7513709951071074e-7	0.0004929751047572097
Sphingomonas profundi	2681549	2	1.7513709951071074e-7	0.0004929751047572097
Staphylococcus hominis	1290	2	1.7513709951071074e-7	0.0004929751047572097
