Taxon	TaxID	Fragments	PropTotal	PropNonHost
Proteobacteria	1224	2607	0.0006280763877729644	0.6232369113076739
Actinobacteria	201174	1412	0.00034017792847542224	0.33755677743246476
Firmicutes	1239	67	1.6141587257686466e-5	0.016017212526894573
Euryarchaeota	28890	23	5.541141894429683e-6	0.005498446091322017
Bacteroidetes	976	22	5.300222681628392e-6	0.005259383217786278
Planctomycetes	203682	14	3.372868979218068e-6	0.0033468802295003584
Acidobacteria	57723	7	1.686434489609034e-6	0.0016734401147501792
Cyanobacteria	1117	6	1.4455152768077434e-6	0.0014343772412144394
Deinococcus-Thermus	1297	5	1.2045960640064527e-6	0.0011953143676786994
Nitrospirae	40117	4	9.636768512051621e-7	0.0009562514941429596
Verrucomicrobia	74201	3	7.227576384038717e-7	0.0007171886206072197
Thaumarchaeota	651137	3	7.227576384038717e-7	0.0007171886206072197
Uroviricota	2731618	3	7.227576384038717e-7	0.0007171886206072197
Pisuviricota	2732408	3	7.227576384038717e-7	0.0007171886206072197
Chloroflexi	200795	2	4.818384256025811e-7	0.0004781257470714798
Aquificae	200783	2	4.818384256025811e-7	0.0004781257470714798
